,Species,Owner,Country.of.Origin,Farm.Name,Lot.Number,Mill,ICO.Number,Company,Altitude,Region,Producer,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points
1060,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-1980,,,,,7.17,7.25,07.08,7.42,07.08,7.42,10,10,10,7.25,80.67
1061,Arabica,bourbon specialty coffees,Brazil,leticia farm,91,internacional armazens gerais,,bourbon specialty coffees,,monte carmelo,MAX KEND TAKIUTI E OUTROS,7.33,7.25,7.33,07.08,7.58,7.25,9.33,10,10,7.42,80.58
1062,Arabica,"exportadora atlantic, s.a.",Nicaragua,los saltarines,017-053-0046,exportadora atlantic sa - pp condega,017-053-0046,exportadora atlantic s.a,,nueva segovia,ADONIS JOSE ORTEZ BELTRAN,07.08,7.5,7,7.25,7.42,7,10,10,10,7.33,80.58
1063,Arabica,burka coffee estate,"Tanzania, United Republic Of",burka coffee estates,,burka coffee estates,C28,burka coffee estate,1400,arusha,Burka Coffee Estates,7.25,07.08,07.08,7.33,7.33,7.25,10,10,10,7.25,80.58
1064,Arabica,ipanema coffees,Brazil,rio verde,,ipanema coffees,002/1660/0066,ipanema coffees,1200,south of minas,Ipanema Agrícola SA,7.42,7.25,7.33,7,07.08,7.25,10,10,10,7.25,80.58
1065,Arabica,beneficio santa rosa,Honduras,bsr,,beneficio santa rosa s.a.,13-123-238,beneficio santa rosa s.a.,1400 m.s.n.m.,occidental,BSR,7.5,7.17,7,7.42,7.33,7,10,10,10,7.17,80.58
1066,Arabica,juan luis alvarado romero,Guatemala,finca el naranjal,,beneficio exportacafe agua santa,11-52-121,exportcafe,4540 metros,huehuetenango,BYRON ALONZO SOLIS,7.17,7.42,6.83,7.5,7.17,7.25,10,10,10,7.25,80.58
1067,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,HDOA 210282,,,,,7.42,7.58,7.5,7.92,7.83,7.83,8.67,8.67,9.33,7.83,80.58
1068,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-1979,,,,,07.08,7.25,7,7.5,07.08,7.33,10,10,10,7.33,80.58
1069,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,王秋金,1,non,,王秋金,50,taiwan,王秋金,7.17,7.17,7.17,7.42,7.17,7.25,10,10,10,7.17,80.5
1070,Arabica,juan luis alvarado romero,Guatemala,el guayabo,11/15/0293,el guayabo,11/15/0293,"peter schoelfeld, s.a",1500,santa rosa,EDWIN MUÑOZ,7.33,7.25,07.08,7.17,7.25,7.17,10,10,10,7.25,80.5
1071,Arabica,janny marlith torres,Honduras,la bendicion,331,en cortado beneficiado y secado por el productor,13-154-234,coffee planet corporation s.a,1650,ocotepeque,Jorge Alfredo Pinto,7.58,7.33,7,7.17,7.33,07.08,10,10,10,7,80.5
1072,Arabica,case noyale ltd,Mauritius,case noyale ltd,K7 Chamarel 2015,hulling facility,not applicable,compagnie sucrière de bel ombre ltd,280,chamarel (south west),Case Noyale Ltd,7.25,7.25,7.17,7.17,7.25,7.17,10,10,10,7.25,80.5
1073,Arabica,bourbon specialty coffees,Brazil,cachoeira da grama farm,,internacional armazens gerais,002/4542/0049,bourbon specialty coffees,1250 m,vale da grama,Lindolpho de Carvalho Dias,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10,10,7.33,80.5
1074,Arabica,shwe yin mar coffee,Myanmar,mixed,,shwe yin mar,Unspecified,shwe yin mar coffee,3800,pyin oo lwin,Shwe Yin Mar,7.17,7.33,7.17,7.42,7.25,07.08,10,10,10,07.08,80.5
1075,Arabica,juan luis alvarado romero,Guatemala,various,,las americas,11-951-136,outspan guatemala s.a.,4000 p.s.n.m.,oriente,VARIOS,7.5,7.17,6.83,7.5,7.17,7.17,10,10,10,7.17,80.5
1076,Arabica,jacques pereira carneiro,Brazil,pereira estate coffee,,carapina armazens gerais,002/135-2/0182,exportadora de cafés carmo de minas ltda,1250,mantiqueira de minas,MARIA ROGERIA COSTA PEREIRA,7.42,7.42,07.08,7.33,7.67,7.5,9.33,9.33,10,7.42,80.5
1077,Arabica,eileen koyanagi,United States (Hawaii),,,,KP010914,kona pacific farmers cooperative,,kona,,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10,10,7.17,80.5
1078,Arabica,juan luis alvarado romero,Guatemala,barranca de las flores,,beneficio exportacafe agua santa,11/52/492,exportcafe,6100 metros,huehuetenango,IDMAR DE JESUS VELASQUEZ CALDERON,7.5,7.5,7,7.67,7.17,7,10,10,10,6.67,80.5
1079,Arabica,israel eduardo paz garcia,Mexico,peña negra,,"zaragoza itundujia, oaxaca",1405793051,cafeorganico.mx,1450,zaragoza itundujia,HERAS HERNANDEZ GAUDENCIO,7.25,7.25,07.08,7.33,7.25,7.17,10,10,10,7.17,80.5
1080,Arabica,cadexsa,Honduras,bethel,115,only dry mill,13-63-60,cadexsa,1450,marcala,Jose Omar Acosta,7.25,7.42,7,7.42,7.33,7,10,10,10,7,80.42
1081,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,春風咖啡,,春風咖啡,Taiwan台灣,宸嶧國際,600公尺,南投國姓,曾林春英,7.58,7.17,7.17,7.17,7.17,7.17,10,10,10,7,80.42
1082,Arabica,lusso lab,El Salvador,finca la fany,,,NONE,lusso coffee lab,1450m,"department of ahuachapan, municipality of apanecallamatepec mountain","Luis, Rafael and Carmen Silva Hoff",7.33,7.17,07.08,07.08,7.33,7.17,10,10,10,7.25,80.42
1083,Arabica,adam ciruli ye,China,alicia's farm,,alicia's farm,CNY,yunnan new century tech inc.,1700,yunnan,Alicia's Farm,7.25,07.08,7.25,7.17,7.33,7.17,10,10,10,7.17,80.42
1084,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,guoxing farm coffee 國姓農場咖啡        ,,guoxing farm coffee 國姓農場咖啡        ,,blossom valley宸嶧國際,600 m,nantou,Huang san lang 黃三郎        ,7.25,7.25,7.17,7.25,7.25,7.25,10,10,10,7,80.42
1085,Arabica,alfredo bojalil,Mexico,copalita,,amsa oaxaca,1405675414,ecomtrading,1050,pochutla,CARLOS ALBERTO GOMEZ,6.92,7.17,07.08,7.5,7.33,7.17,10,10,10,7.25,80.42
1086,Arabica,armando luis pohlenz martinez,Mexico,,,finca custepec,2676,beneficio custepec s.a. de c.v.,1550,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,7.42,07.08,07.08,7.33,7.25,7.17,10,10,10,07.08,80.42
1087,Arabica,simon mahinda,Burundi,,601,sogestal mumirwa,027/01/601,sangana commodities k limited,1700,mumirwa,SOGESTAL MUMIRWA,07.08,7.25,7.17,7.33,07.08,07.08,10,10,10,7.33,80.33
1088,Arabica,delfina leon shine,"Tanzania, United Republic Of",delfina farm,,,A053,delfina farm,1700,mkuu rombo,Delfina Leon Shine,7.25,7.17,7,7.25,7.42,07.08,10,10,10,7.17,80.33
1089,Arabica,kongoni estate,"Tanzania, United Republic Of",kongoni estate,,kongoni estate,C16,kongoni estate,,arusha,Kongoni Estate,7.25,7.17,7.25,7.25,7.25,07.08,10,10,10,07.08,80.33
1090,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,tokoffee莊園,,tokoffee莊園,,blossom valley宸嶧國際,600 m,taichung xinshe 台中市新社區,Wu yi ting 吳伊婷,7.25,7.25,07.08,7.25,7.25,7.25,10,10,10,7,80.33
1091,Arabica,juan luis alvarado romero,Guatemala,la castellana,,beneficio ixchel,11/23/0795,"unex guatemala, s.a.",4300,oriente,AGRIPEC DE LA VEGA Y CIA.,7.33,7.33,6.83,7.5,7,7.17,10,10,10,7.17,80.33
1092,Arabica,miguel cortes moreno,Mexico,,,"comunidad de sacún palma, municipio de chilón, chiapas",01-04,estrategias constructivas corzu s.a. de c.v.,940,chilón,ARMANDO GUTIERREZ GUZMAN,7.25,07.08,07.08,7.33,7.33,7.17,10,10,10,07.08,80.33
1093,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,2135405,cqi,,kona,,7.17,7.5,6.92,7.33,7.67,7.33,9.33,10,10,07.08,80.33
1094,Arabica,ethiopia commodity exchange,Ethiopia,,,,010/0058,,,kelem welega,Exporter Name | Muluneh Kaka | Phone: 0114390290,7.25,7.25,7.25,7.33,7.5,8,9.33,9.33,10,07.08,80.33
1095,Arabica,volcafe ltda. - brasil,Brazil,são rafael_ ra/ras certified,2017-003,copag - varginha - mg,002/143-0/0058,volcafe ltda.,995,cerrado - monte carmelo - minas gerais,Luiz Augusto Pereira Moguilod,7.17,7.33,7.42,07.08,7,7,10,10,10,7.25,80.25
1096,Arabica,bismarck castro,Honduras,las moras,102,cigrah s.a de c.v.,13-111-053,cigrah s.a de c.v,1400,comayagua,Yamilet Lope,7.25,7.25,7,7,7.42,7,10,10,10,7.33,80.25
1097,Arabica,cafe de don balbino s.c. de r.l. de c.v.,Mexico,cortapico,cosecha 2015-2016,café don balbino,,cafe don balbino s.c. de r.l. de c.v.,1600,sierra madre occidental,Balbino Ramirez Flores,7.25,7.17,7,7.33,7.33,7,10,10,10,7.17,80.25
1098,Arabica,bob mccauley,Myanmar,waylead farms,,green beans,n/a,"waylead industrial co, ltd.",3000 ft,"yauk sauk, shan state","Waylead Co, Ltd",8,07.08,7,7.33,07.08,6.92,10,10,10,6.83,80.25
1099,Arabica,u htun htun,Myanmar,thein kone,,,unspecified,,4287,ywar ngan,U Htun Htun,7.42,7,07.08,7,7.17,7.33,10,10,10,7.25,80.25
1100,Arabica,gloria antonieta escobar urrutia,Nicaragua,finca el consuelo,,"beneficio matagalpa coffee group, s.a.",017/117/018,zeas escobar y compañía limitada,900 m.s.n.m.,matagalpa,GLORIA ANTONIETA ESCOBAR URRUTIA,07.08,6.92,7,7.25,7.5,7.25,10,10,10,7.25,80.25
1101,Arabica,eileen koyanagi,United States (Hawaii),,,,KPP021114,kona pacific farmers cooperative,,kona,,7.5,07.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,7.33,80.25
1102,Arabica,honor dela fuente,Colombia,,,,3,costco wholesale industries,,,,7.42,8,7.83,7.75,08.08,7.58,8.67,8.67,8.67,7.58,80.25
1103,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,weng hui ling 翁惠鈴,,weng hui ling 翁惠鈴,,blossom valley宸嶧國際,700 m,chiayi fanlu嘉義縣番路鄉,Weng hui ling 翁惠鈴,7.25,07.08,7.25,7.25,7.17,7.25,10,10,10,7,80.25
1104,Arabica,the coffee source inc.,Guatemala,several,,ixchel,11-23-1972,the coffee source inc.,1400,oriente,UNEX,7,7.17,7.33,7.33,7,7.17,10,10,10,7.25,80.25
1105,Arabica,saul m. hernandez ramirez,Mexico,mirador,,en coyula,1702801679,,808,"calnali, hidalgo","HERNANDEZ PACHECO, TIMOTEO",7.58,7.33,7.17,7.25,6.75,7,10,10,10,7.17,80.25
1106,Arabica,"sunvirtue co., ltd.",Vietnam,apollo estate,Oriental Paris Civet Coffee,yes,,"sunvirtue co., ltd.",1550,dala,"Yeh, Li Chuan",7.42,7.25,7.25,7.58,7.42,7.33,8.67,10,10,7.25,80.17
1107,Arabica,"exportadora atlantic, s.a.",Nicaragua,los mesones,,planta procesadora sebaco,017-053-0125,exportadora atlantic s.a,1100 - 1275 mts,jinotega,Sheldom La rue,7.17,07.08,07.08,7.33,7.25,07.08,10,10,10,7.17,80.17
1108,Arabica,cadexsa,Honduras,cerro bueno,,cadexsa,13-63-70,cadexsa,1400 msnm,marcala,Jose Omar Acosta,7.25,7.25,7,7.17,07.08,07.08,10,10,10,7.33,80.17
1109,Arabica,juan luis alvarado romero,Guatemala,el morito,,beneficio ixchel,11/23/1170,"unex guatemala, s.a.",4300,oriente,ROBERTO MONTERROSO,7.33,7.33,7,7.17,7.17,7.17,10,10,10,7,80.17
1110,Arabica,pablo enrique martinez gama,Mexico,"la orduña, coatepec, veracruz",,alcafe s.a. de c.v,1104362940,café katsina,1250,coatepec,PABLO ENRIQUE MARTINEZ GAMA,7.33,07.08,6.92,7.42,7.25,07.08,10,10,10,07.08,80.17
1111,Arabica,israel eduardo paz garcia,Mexico,el carrizo,,"zaragoza itundujia, oaxaca",1405791535,cafeorganico.mx,1550,zaragoza itundujia,CIRILO JOSE JOSE,7.58,7.42,7.33,7.5,07.08,7.17,8.67,10,10,7.42,80.17
1112,Arabica,marco virgilio ramirez teliz,Mexico,el aguacate,,cafes de naranjal s.a. de c.v.,1104367469,cafes de naranjal s.a. de c.v,1000,veracruz,MARCO VIRGILIO RAMIREZ TELIZ,7.33,7.33,7.17,07.08,7.25,7,10,10,10,7,80.17
1113,Arabica,juan luis alvarado romero,Guatemala,agropecuaria quiagral,,beneficio ixchel,11/23/0582,"unex guatemala, s.a.",4300,oriente,AGROPECUARIA QUIAGRAL,7.33,7.33,7,7.33,7,7,10,10,10,7.17,80.17
1114,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,,,,kona,,7.58,7.5,7.33,7.33,7.67,7.33,9.33,9.33,9.33,7.42,80.17
1115,Arabica,brayan cunha souza,Brazil,,BR5691,cafeco 3,002/1352/0226,carmo coffees,1100,mantiqueira de minas,,7.17,7.17,7,7.17,7.25,7.25,10,10,10,07.08,80.08
1116,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,好自在咖啡莊園,,好自在咖啡莊園,Taiwan台灣,宸嶧國際,850公尺,苗栗泰安,簡義榮,7.42,7.25,7.25,7.17,7,7,10,10,10,7,80.08
1117,Arabica,honor dela fuente,Nicaragua,,,,17,costco wholesale industries,,,,7.25,7.17,6.92,7.25,7.17,7.25,10,10,10,07.08,80.08
1118,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,sheng he shang pin coffee 聖荷上品咖啡坊,,sheng he shang pin coffee 聖荷上品咖啡坊,,blossom valley宸嶧國際,200 m,yunlin gukeng he bao 雲林縣古坑鄉荷苞村,Du zheng ru 杜政儒,7.25,7.25,7.25,7.25,07.08,7,10,10,10,7,80.08
1119,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,a shu she coffee 阿束社咖啡莊園,,a shu she coffee 阿束社咖啡莊園,,blossom valley宸嶧國際,150 m,changhua baguashan 彰化市八卦山,Zheng zhao ming 鄭昭明,7.25,7.25,7.25,7,7.25,07.08,10,10,10,7,80.08
1120,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,wu kun shan coffee 吳焜山咖啡園,,wu kun shan coffee 吳焜山咖啡園,,blossom valley宸嶧國際,250 m,changhua baguashan 彰化市八卦山,Wu kun shan 吳焜山,7.25,7.25,7.25,07.08,7.17,07.08,10,10,10,7,80.08
1121,Arabica,israel eduardo paz garcia,Mexico,el tabaco,,"zaragoza itundujia, oaxaca",1401045726,cafeorganico.mx,1300,zaragoza itundujia,ALBERTA TEODORO ANALCO,7.33,7.17,7.25,07.08,07.08,07.08,10,10,10,07.08,80.08
1122,Arabica,federico pacheco perez,Mexico,,,,0,,1300,escuitla,FEDERICO PACHECO PEREZ,7.25,07.08,7,7.17,7.33,7.17,10,10,10,07.08,80.08
1123,Arabica,"comercial internacional exportadora, s.a.",Nicaragua,santa matilde,605135 / K1730103,beneficio san carlos,017/001/1638,"comercial internacional exportadora, s.a.",1250,jinotega,RONALDO LACAYO CARDENAL,7.33,07.08,6.92,07.08,7.42,7.17,10,10,10,7,80
1124,Arabica,ngu shwe li,Myanmar,doe kwin,,ngu shwe li coffee estate,Unspecified,ngu shwe li coffee estate,3845,"doe kwin, pyin oo lwin",Ngu Shwe Li Coffee Estate,7.17,7.33,7,7.42,7.17,7,10,10,10,6.92,80
1125,Arabica,kurt kappeli,Mexico,various,,productores de cafes especiales sc,0016-2050-0001,globus coffee,1300 to 1500 meters,"sierra fraylesca, chiapas",various small producers,7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10,7.42,80
1126,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,zhang li hong coffee 張立宏咖啡莊園,,zhang li hong coffee 張立宏咖啡莊園,,blossom valley宸嶧國際,250 m,changhua baguashan 彰化市八卦山,Zhang xian tong 張献銅,7.25,7.25,7.25,7,7.25,7,10,10,10,7,80
1127,Arabica,doi tung development project,Thailand,doi tung development project,,doi tung development project,10589010,doi tung development project,800++,thailand,Doi Tung Development Project,7.33,6.67,07.08,7.42,7.42,07.08,10,10,10,7,80
1128,Arabica,pablo enrique martinez gama,Mexico,"la orduña, coatepec, veracruz",,alcafe s.a. de c.v,1104362940,,1250,coatepec,PABLO ENRIQUE MARTINEZ GAMA,7.25,7.25,07.08,7.17,7.33,7.33,9.33,10,10,7.25,80
1129,Arabica,semiramis casas velazquez,Mexico,"santa clara, california y camila",,finca camila,0,,1100,san miguel del puerto,SEMIRAMIS CASAS VELAZQUEZ,07.08,7.33,7,7.33,07.08,7,10,10,10,7.17,80
1130,Arabica,ethiopia commodity exchange,Ethiopia,"phone number | 0911-51-08-01, email | at",,,010/0170,,,limu,Contact name | ATO Teshome Belamo,7.42,7.42,7.5,7.92,7.75,7.58,8.67,9.33,8.67,7.75,80
1131,Arabica,federacion nacional de cafeteros,Colombia,,,,03-01-2700,federacion nacional de cafeteros,,huila,,7.83,7.67,7.58,7.75,7.83,7.17,6.67,10,10,7.42,79.92
1132,Arabica,eileen koyanagi,United States (Hawaii),,,,KP022414,kona pacific farmers cooperative,,kona,,7.5,7,7,6.92,7.33,7.17,10,10,10,7,79.92
1133,Arabica,calixto guillen vazquez,Mexico,various,,productores de cafes especiales sc,2406,"finca triunfo verde, s.c.",1300,chiapas,VARIOS PRODUCTORES,7.33,07.08,07.08,7.33,7.42,7.17,9.33,10,10,7.17,79.92
1134,Arabica,alejandro garcia palacios,Mexico,finca buenos aires,,finca la fortuna,1506558878,industrializadora de kaffee andes s.a. de c.v.,1100,"motozintla, chiapas",MARTHA PALACIOS,7.17,7.17,6.92,7.25,7.33,07.08,10,10,10,7,79.92
1135,Arabica,christina dusing,Mexico,rancho san francisco iii,,ecc beneficio veracruz,1506729960,,1100,veracruz,DELMAR MORENO GUILLEN,7.5,7.17,7,7.17,7.25,07.08,10,10,10,6.75,79.92
1136,Arabica,montegrande,Mexico,finca monte grande,,"finca montegrande, jaltenango",0,,1100,jaltenango,MARIA ELENA TERESA FERNANDEZ CEJA,7.17,07.08,07.08,07.08,7.5,7.33,9.33,10,10,7.33,79.92
1137,Arabica,pablo enrique martinez gama,Mexico,finca la orduña,,"finca la orduña, coatepec, ver.",1104362940,,1250,coatepec,PABLO ENRIQUE MARTINEZ GAMA,7.33,7.25,7,7.42,7.17,7.17,9.33,10,10,7.25,79.92
1138,Arabica,jesus carlos cadena valdivia,Mexico,finca huehuetecpan,,"cosautlan de carvajal, veracruz, méxico",1104387103,cafetalera la asunción s.a. de c.v.,1250,veracruz,MARIA DEL ROSARIO IRAIS VALDIVIA ORTIZ,7.17,7.33,07.08,7.58,7.33,07.08,10,9.33,10,7,79.92
1139,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,,,,kona,,7.5,7.42,7.58,7.42,7.5,7.58,8.67,8.67,10,7.58,79.92
1140,Arabica,kennedy macharia,Kenya,yara estate / benvar estate,SC 9634,sasini mills / thika cofee mills,37-0985-4045,taylor winch (coffee) ltd,1500,kiambu,YARA / BENVAR,7,07.08,7,7.17,7.25,7.25,10,10,10,07.08,79.83
1141,Arabica,juan luis alvarado romero,Guatemala,piamonte,11/23/0639,beneficio ixchel,11/23/0639,"unex guatemala, s.a.",1700,san marcos,JORGE LEAL,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10,10,07.08,79.83
1142,Arabica,asociación aldea global jinotega,Nicaragua,asociación aldea global jinotega,,beneficio soppexcca,017/191/488,asociación aldea global jinotega,1250,jinotega,Asociación Aldea Global Jinotega,6.83,7.17,7.17,6.92,7.5,07.08,10,10,10,7.17,79.83
1143,Arabica,sergio de la vequia bernardi,Mexico,la cuchilla,,cafetalera la cuchilla,1104276076,,1300,veracruz,CIRO DE LA VEQUIA CESSA,7.17,07.08,7,7.25,7.5,7,10,10,10,6.83,79.83
1144,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,HDOA 220468 Kona Prime,kona pacific farmers cooperative,,kona,,7.58,07.08,6.83,7.17,7.5,7.17,9.33,10,10,7.17,79.83
1145,Arabica,juan luis alvarado romero,Guatemala,la esperanza,11/23/0507,beneficio ixchel,11/23/0507,"unex guatemala, s.a.",1901.64,oriente,"AGRICOLA EL PILAR, S.A.",7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.25,79.75
1146,Arabica,"lin, che-hao krude 林哲豪",Taiwan,ka-vulungan coffee estate,,ka-vulungan coffee estate,Taiwan,"red on tree co., ltd.",800-1200,"taiwu township , pingtung county 屏東縣泰武鄉",Wei-Chieh ( Jack ) Hua,7.75,7.33,7.17,7.33,7.67,7.83,9.33,9.33,8.67,7.33,79.75
1147,Arabica,"lin, che-hao krude 林哲豪",Taiwan,baijiada coffee farm佰加達咖啡莊園,,baijiada coffee farm佰加達咖啡莊園,Taiwan,"red on tree co., ltd.",500-700m,"baihe dist., tainan city 臺南市白河區",LIN REN FU 林人富,07.08,07.08,7.25,7,7.17,7.17,10,10,10,7,79.75
1148,Arabica,doi tung development project,Thailand,,,doi tung development project,10703510,doi tung development project,800++,thailand,Doi Tung Development Project,7.25,07.08,6.92,7.5,07.08,6.92,10,10,10,7,79.75
1149,Arabica,dane loraas,Peru,,,,030-0595-0508,sustainable harvest,,huanuco,,7,07.08,7,7.25,7.5,7.42,9.33,10,10,7.17,79.75
1150,Arabica,the coffee source inc.,Costa Rica,several,,coopeagri,5-066-038,the coffee source inc.,1100,brunca,Coopeagri,7.58,7.5,7.67,7.75,7.67,7.58,8,8,10,8,79.75
1151,Arabica,fredy gordillo reyes,Mexico,union ramal santa cruz,,union ramal santa cruz,2496,union ramal santa cruz spr de ri,1400,"la concordia, chiapas",UNION RAMAL SANTA CRUZ,7.58,07.08,7,7,7.5,6.92,10,10,10,6.67,79.75
1152,Arabica,leonides de la cruz lopez,Mexico,comonyaj noptic s de ss,,,0,comon yaj noptic s. de ss,1022,chiapas,COMONYAJ NOPTIC S DE SS,7.58,07.08,6.92,7.58,7.5,6.92,10,9.33,10,6.83,79.75
1153,Arabica,calixto guillen vazquez,Mexico,various,,productores de cafes especiales sc,2406,"finca triunfo verde, s.c.",1300,chiapas,VARIOS PRODUCTORES,7.25,07.08,7,7.17,7.17,07.08,10,10,10,7,79.75
1154,Arabica,israel eduardo paz garcia,Mexico,peña negra,,"zaragoza itundujia, oaxaca",0,cafeorganico.mx,1450,zaragoza itundujia,MINERVA ZUÑIGA GARCIA,7.25,7.17,7.17,07.08,7.17,7,10,10,10,6.92,79.75
1155,Arabica,alfredo bojalil,Mexico,el vergel,,amsa oaxaca,1405811686,ecomtrading,1050,pochutla,ANGEL GONZALES,7.33,7.25,7,07.08,07.08,7,10,10,10,7,79.75
1156,Arabica,lusso lab,Guatemala,genuine antigua medina,,,FINCA MEDINA 11/11711/01-LOGO APCA,lusso coffee lab,,antigua,Jorge Bolanos,7.58,7.33,7.5,7.33,7,7.33,9.33,9.33,9.33,7.67,79.75
1157,Arabica,montegrande,Mexico,finca monte grande,,,1506622214,cafe montegrande,1100,tuxtla gutierrez,ALFREDO MOISES CEJA,7.25,6.83,6.92,07.08,7.25,07.08,10,10,10,7.33,79.75
1158,Arabica,juan luis alvarado romero,Guatemala,la esmeralda,11/23/0508,beneficio ixchel,11/23/0508,"unex guatemala, s.a.",4000,oriente,JESUS RAMIREZ,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,7.25,79.67
1159,Arabica,consejo salvadoreño del café,El Salvador,la montaña,1,sociedad cooperativa de cafetaleros de ciudad barrios de r.l.,9,consejo salvadoreño del café,1250,cacahuatique,Sociedad Cooperativa de Cafetaleros de Ciudad Barrios de R.L.,7.25,07.08,7,6.83,7.33,7.17,10,10,10,7,79.67
1160,Arabica,doi tung development project,Thailand,,,doi tung development project,10703510,doi tung development project,800++,thailand,Doi Tung Development Project,6.92,7.17,6.83,7.42,7.17,07.08,10,10,10,07.08,79.67
1161,Arabica,juan luis alvarado romero,Guatemala,la castellana,,beneficio ixchel,11/23/0957,"unex guatemala, s.a.",4300,oriente,AGRIPEC DE LA VEGA Y CIA.,7.5,7,6.83,07.08,07.08,7.17,10,10,10,7,79.67
1162,Arabica,fredy gordillo reyes,Mexico,union ramal santa cruz,,union ramal santa cruz,2496,union ramal santa cruz spr de ri,1400,"la concordia, chiapas",UNION RAMAL SANTA CRUZ,7.42,7.25,6.83,7.58,7.17,6.58,10,10,10,6.83,79.67
1163,Arabica,saul m. hernandez ramirez,Mexico,el encinal,,en el progreso,1702807163,,975,"tenango de doria, hidalgo","GOMEZ GRANILLO, VERONICO",7.33,7.17,7,6.75,07.08,7,10,10,10,7.33,79.67
1164,Arabica,alfredo bojalil,Mexico,consolapa,,,1104363350,ecomtrading,1264,"coatepec, coatepec",CECILIA AVILA CAMBEROS,6.92,7.17,7.17,7.17,07.08,07.08,10,10,10,07.08,79.67
1165,Arabica,doi tung development project,Thailand,doi tung development project,,,,,,,Doi Tung Development Project,7.17,7.17,7,7,7.25,6.92,10,10,10,7.17,79.67
1166,Arabica,obed rendon ponce,Mexico,tepetzingo,,monte blanco,1104379888,cafetera el grande s.a. de c.v.,1250,tepetzingo,ROGELIO JACOME MORALES,07.08,7,6.92,7.33,7.25,07.08,10,10,10,6.92,79.58
1167,Arabica,armando luis pohlenz martinez,Mexico,,,finca custepec,2676,beneficio custepec s.a. de c.v.,1550,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,7.25,6.92,6.92,7.33,7.25,7,10,10,10,6.92,79.58
1168,Arabica,exportadora de cafe condor s.a,Colombia,,,trilladora bonanza - armenia quindioa,3-68-0153,,1800 msnm,huila,,7.25,7.17,7,6.75,7.17,7.33,10,10,10,6.92,79.58
1169,Arabica,carl walker,Guatemala,la igualdad,,concepcion,11-194-0008,,3500 - 5200 feet,"chuva, san marcos",Federico Weller,07.08,7,6.83,7.33,7.25,7,10,10,10,07.08,79.58
1170,Arabica,cooperativa el gorrion r.l,Nicaragua,las nubes,,,017/176/160,cooperativa el gorrion r.l,1050,jinotega,Cooperativa de Servicio Múltiples el Gorrión R.L,6.92,6.92,7,7.42,7.25,7,10,10,10,7,79.5
1171,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,su-zhen huang 黃素真,,黑咖啡道咖啡,none,blossom valley宸嶧國際,700m公尺,nantou,張素真,6.92,7,7.17,7,7.42,7,10,10,10,7,79.5
1172,Arabica,exportadora de cafe condor s.a,Colombia,,,trilladora boananza,68-0197,exportadora de cafe condor s.a,1550 msnm,cundinamarca,,7.83,7.5,7.42,7.42,7.67,7.5,10,6.67,10,7.5,79.5
1173,Arabica,armando luis pohlenz martinez,Mexico,,,finca custepec,2676,beneficio custepec s.a. de c.v.,1550,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,7.25,07.08,6.92,7.25,7.58,07.08,9.33,10,10,7,79.5
1174,Arabica,mario jose fernandez,Mexico,casa blanca,,,145092,,1100,"coatepec, coatepec",MARIA DE LA LUZ SANCHEZ TODD,7.25,7.33,7,7.25,7.17,7.17,9.33,10,10,7,79.5
1175,Arabica,juan luis alvarado romero,Guatemala,el papaturro,,beneficio ixchel,11/23/0358,"unex guatemala, s.a.",4000 p.s.n.m.,oriente,AMILCAR LAPOLA,07.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.42,79.42
